"1",17
"2",4
"3",11
"4",8
"5",16
"6",6
"7",5
"8",4
"9",13
"10",7
"11",15
"12",4
"13",2
"14",9
"15",15
"16",9
"17",9
"18",17
"19",5
"20",9
"21",10
"22",12
"23",4
"24",14
"25",3
"26",12
"27",15
"28",14
"29",12
"30",7
"31",1
"32",18
"1",10
"2",8
"3",11
"4",6
"5",5
"6",12
"7",16
"8",4
"9",10
"10",13
"11",2
"12",11
"13",8
"14",2
"15",9
"16",2
"17",7
"18",18
"19",3
"20",1
"21",2
"22",9
"23",14
"24",3
"25",1
"26",15
"27",17
"28",7
"29",15
"30",5
"31",18
"32",4
"1",4
"2",8
"3",15
"4",3
"5",10
"6",7
"7",12
"8",1
"9",5
"10",3
"11",1
"12",13
"13",13
"14",15
"15",17
"16",11
"17",19
"18",9
"19",2
"20",1
"21",17
"22",12
"23",7
"24",20
"25",14
"26",3
"27",6
"28",13
"29",19
"30",16
"31",10
"32",18
"1",5
"2",1
"3",15
"4",2
"5",12
"6",4
"7",2
"8",16
"9",14
"10",3
"11",11
"12",10
"13",6
"14",16
"15",18
"16",11
"17",20
"18",2
"19",7
"20",13
"21",16
"22",5
"23",10
"24",9
"25",1
"26",2
"27",17
"28",19
"29",2
"30",17
"31",18
"32",8
"1",7
"2",5
"3",17
"4",12
"5",9
"6",10
"7",15
"8",6
"9",2
"10",7
"11",14
"12",1
"13",16
"14",7
"15",4
"16",3
"17",9
"18",7
"19",8
"20",19
"21",18
"22",19
"23",11
"24",20
"25",15
"26",18
"27",7
"28",7
"29",13
"30",8
"31",14
"32",16
"1",5
"2",7
"3",19
"4",6
"5",10
"6",9
"7",11
"8",1
"9",4
"10",9
"11",15
"12",4
"13",18
"14",20
"15",14
"16",1
"17",10
"18",8
"19",8
"20",16
"21",3
"22",5
"23",7
"24",18
"25",10
"26",13
"27",8
"28",3
"29",17
"30",5
"31",2
"32",12
"1",9
"2",6
"3",13
"4",12
"5",10
"6",6
"7",3
"8",19
"9",1
"10",4
"11",17
"12",13
"13",6
"14",20
"15",2
"16",14
"17",11
"18",5
"19",5
"20",7
"21",16
"22",3
"23",15
"24",20
"25",15
"26",5
"27",10
"28",7
"29",8
"30",18
"31",16
"32",4
"1",9
"2",17
"3",10
"4",12
"5",2
"6",3
"7",15
"8",6
"9",18
"10",16
"11",11
"12",10
"13",8
"14",4
"15",15
"16",5
"17",14
"18",19
"19",1
"20",5
"21",20
"22",6
"23",17
"24",18
"25",13
"26",19
"27",11
"28",8
"29",7
"30",7
"31",16
"32",14
"1",15
"2",9
"3",9
"4",4
"5",2
"6",20
"7",14
"8",3
"9",6
"10",11
"11",3
"12",9
"13",17
"14",7
"15",14
"16",7
"17",4
"18",5
"19",19
"20",12
"21",3
"22",5
"23",10
"24",6
"25",18
"26",14
"27",13
"28",1
"29",8
"30",16
"31",5
"32",11
"1",8
"2",3
"3",12
"4",5
"5",14
"6",13
"7",6
"8",10
"9",9
"10",16
"11",14
"12",13
"13",14
"14",4
"15",17
"16",13
"17",6
"18",17
"19",11
"20",10
"21",2
"22",6
"23",7
"24",1
"25",12
"26",6
"27",15
"28",2
"29",16
"30",5
"31",5
"32",8
"1",9
"2",18
"3",7
"4",15
"5",8
"6",14
"7",12
"8",3
"9",4
"10",12
"11",15
"12",16
"13",3
"14",3
"15",10
"16",1
"17",19
"18",10
"19",8
"20",2
"21",13
"22",6
"23",17
"24",20
"25",7
"26",6
"27",11
"28",5
"29",15
"30",11
"31",11
"32",19
"1",17
"2",5
"3",5
"4",7
"5",1
"6",4
"7",12
"8",6
"9",14
"10",13
"11",2
"12",4
"13",15
"14",3
"15",13
"16",18
"17",11
"18",12
"19",9
"20",17
"21",2
"22",13
"23",7
"24",10
"25",8
"26",16
"27",17
"28",18
"29",11
"30",2
"31",4
"32",5
"1",1
"2",8
"3",12
"4",18
"5",15
"6",7
"7",10
"8",5
"9",2
"10",11
"11",17
"12",7
"13",9
"14",15
"15",6
"16",16
"17",10
"18",10
"19",15
"20",19
"21",4
"22",6
"23",12
"24",2
"25",8
"26",14
"27",15
"28",13
"29",3
"30",9
"31",7
"32",4
"1",3
"2",4
"3",13
"4",9
"5",18
"6",15
"7",19
"8",10
"9",3
"10",9
"11",8
"12",1
"13",6
"14",6
"15",5
"16",13
"17",7
"18",20
"19",18
"20",8
"21",19
"22",19
"23",17
"24",19
"25",14
"26",16
"27",2
"28",10
"29",11
"30",12
"31",14
"32",4
"1",8
"2",2
"3",11
"4",19
"5",14
"6",11
"7",16
"8",12
"9",17
"10",16
"11",3
"12",4
"13",14
"14",1
"15",16
"16",13
"17",10
"18",6
"19",15
"20",7
"21",20
"22",10
"23",4
"24",6
"25",5
"26",15
"27",18
"28",1
"29",16
"30",7
"31",9
"32",18
"1",17
"2",4
"3",7
"4",2
"5",6
"6",9
"7",19
"8",14
"9",15
"10",17
"11",6
"12",5
"13",14
"14",14
"15",12
"16",10
"17",11
"18",16
"19",12
"20",3
"21",14
"22",8
"23",4
"24",15
"25",4
"26",1
"27",8
"28",6
"29",17
"30",18
"31",13
"32",8
"1",15
"2",10
"3",4
"4",6
"5",10
"6",6
"7",13
"8",18
"9",14
"10",13
"11",12
"12",17
"13",2
"14",3
"15",7
"16",2
"17",8
"18",9
"19",16
"20",17
"21",12
"22",15
"23",3
"24",14
"25",11
"26",13
"27",18
"28",8
"29",9
"30",12
"31",1
"32",5
"1",12
"2",20
"3",18
"4",5
"5",19
"6",6
"7",16
"8",18
"9",4
"10",5
"11",3
"12",15
"13",3
"14",12
"15",17
"16",2
"17",7
"18",10
"19",17
"20",18
"21",11
"22",13
"23",14
"24",4
"25",8
"26",13
"27",3
"28",9
"29",16
"30",13
"31",1
"32",16
"1",11
"2",10
"3",14
"4",19
"5",4
"6",13
"7",11
"8",2
"9",14
"10",15
"11",3
"12",5
"13",7
"14",16
"15",8
"16",17
"17",13
"18",11
"19",4
"20",1
"21",18
"22",16
"23",12
"24",8
"25",9
"26",11
"27",4
"28",6
"29",11
"30",3
"31",2
"32",3
"1",4
"2",16
"3",9
"4",19
"5",12
"6",9
"7",18
"8",17
"9",14
"10",10
"11",12
"12",16
"13",12
"14",3
"15",18
"16",5
"17",9
"18",11
"19",2
"20",9
"21",20
"22",13
"23",8
"24",6
"25",5
"26",15
"27",7
"28",7
"29",4
"30",7
"31",1
"32",1
"1",17
"2",2
"3",5
"4",4
"5",3
"6",5
"7",8
"8",15
"9",10
"10",11
"11",6
"12",20
"13",16
"14",11
"15",7
"16",13
"17",1
"18",12
"19",8
"20",2
"21",16
"22",7
"23",19
"24",9
"25",13
"26",4
"27",18
"28",7
"29",17
"30",17
"31",7
"32",14
"1",11
"2",2
"3",1
"4",13
"5",15
"6",7
"7",8
"8",16
"9",20
"10",11
"11",18
"12",2
"13",7
"14",16
"15",4
"16",12
"17",18
"18",19
"19",3
"20",1
"21",17
"22",3
"23",12
"24",9
"25",2
"26",5
"27",10
"28",8
"29",5
"30",15
"31",14
"32",6
"1",15
"2",19
"3",3
"4",20
"5",13
"6",10
"7",12
"8",15
"9",8
"10",5
"11",18
"12",3
"13",4
"14",7
"15",19
"16",4
"17",15
"18",20
"19",14
"20",9
"21",9
"22",12
"23",4
"24",2
"25",11
"26",13
"27",17
"28",17
"29",5
"30",1
"31",6
"32",16
"1",11
"2",9
"3",12
"4",11
"5",5
"6",10
"7",8
"8",4
"9",7
"10",2
"11",4
"12",14
"13",4
"14",17
"15",8
"16",3
"17",13
"18",7
"19",8
"20",16
"21",15
"22",8
"23",10
"24",6
"25",14
"26",2
"27",3
"28",1
"29",2
"30",2
"31",15
"32",5
"1",14
"2",13
"3",7
"4",17
"5",9
"6",16
"7",6
"8",4
"9",11
"10",2
"11",9
"12",13
"13",18
"14",19
"15",12
"16",18
"17",1
"18",3
"19",2
"20",14
"21",15
"22",6
"23",8
"24",11
"25",13
"26",12
"27",10
"28",5
"29",15
"30",14
"31",15
"32",12
"1",12
"2",11
"3",3
"4",9
"5",14
"6",11
"7",15
"8",6
"9",2
"10",8
"11",3
"12",1
"13",5
"14",14
"15",15
"16",7
"17",6
"18",2
"19",10
"20",16
"21",16
"22",9
"23",5
"24",13
"25",1
"26",15
"27",14
"28",17
"29",8
"30",17
"31",4
"32",8
"1",4
"2",11
"3",20
"4",16
"5",13
"6",7
"7",4
"8",17
"9",8
"10",6
"11",20
"12",9
"13",18
"14",2
"15",6
"16",5
"17",6
"18",10
"19",19
"20",15
"21",1
"22",16
"23",14
"24",3
"25",9
"26",12
"27",5
"28",15
"29",5
"30",14
"31",15
"32",10
"1",5
"2",11
"3",10
"4",18
"5",7
"6",19
"7",9
"8",3
"9",16
"10",15
"11",13
"12",8
"13",3
"14",13
"15",15
"16",4
"17",7
"18",2
"19",5
"20",6
"21",9
"22",16
"23",13
"24",2
"25",8
"26",12
"27",14
"28",1
"29",9
"30",14
"31",10
"32",17
"1",16
"2",8
"3",9
"4",12
"5",18
"6",13
"7",15
"8",14
"9",7
"10",15
"11",4
"12",17
"13",10
"14",2
"15",10
"16",9
"17",12
"18",6
"19",1
"20",14
"21",5
"22",1
"23",13
"24",7
"25",9
"26",1
"27",11
"28",2
"29",3
"30",2
"31",5
"32",6
"1",13
"2",1
"3",2
"4",14
"5",16
"6",3
"7",18
"8",1
"9",4
"10",20
"11",3
"12",6
"13",1
"14",16
"15",17
"16",12
"17",11
"18",20
"19",10
"20",12
"21",9
"22",15
"23",14
"24",8
"25",5
"26",19
"27",13
"28",4
"29",18
"30",7
"31",7
"32",18
"1",8
"2",1
"3",3
"4",12
"5",18
"6",10
"7",4
"8",7
"9",11
"10",15
"11",18
"12",19
"13",6
"14",6
"15",15
"16",19
"17",6
"18",17
"19",13
"20",7
"21",14
"22",4
"23",9
"24",20
"25",10
"26",16
"27",2
"28",14
"29",15
"30",14
"31",5
"32",12
"1",19
"2",5
"3",5
"4",7
"5",19
"6",3
"7",11
"8",1
"9",12
"10",13
"11",18
"12",6
"13",18
"14",4
"15",8
"16",5
"17",13
"18",12
"19",19
"20",20
"21",14
"22",10
"23",15
"24",17
"25",9
"26",17
"27",1
"28",18
"29",14
"30",2
"31",2
"32",16
"1",17
"2",4
"3",2
"4",19
"5",13
"6",7
"7",14
"8",12
"9",8
"10",10
"11",6
"12",5
"13",2
"14",7
"15",3
"16",12
"17",19
"18",8
"19",11
"20",12
"21",16
"22",9
"23",6
"24",18
"25",5
"26",1
"27",16
"28",15
"29",11
"30",19
"31",11
"32",14
"1",5
"2",17
"3",14
"4",12
"5",16
"6",13
"7",11
"8",8
"9",4
"10",3
"11",20
"12",14
"13",13
"14",2
"15",18
"16",14
"17",2
"18",4
"19",11
"20",13
"21",19
"22",18
"23",14
"24",6
"25",7
"26",10
"27",9
"28",1
"29",18
"30",6
"31",15
"32",20
"1",5
"2",7
"3",15
"4",19
"5",8
"6",1
"7",4
"8",11
"9",20
"10",12
"11",11
"12",14
"13",15
"14",1
"15",3
"16",16
"17",6
"18",17
"19",13
"20",9
"21",11
"22",12
"23",14
"24",20
"25",16
"26",13
"27",8
"28",10
"29",4
"30",2
"31",18
"32",12
"1",1
"2",3
"3",4
"4",19
"5",15
"6",6
"7",5
"8",12
"9",9
"10",4
"11",12
"12",14
"13",14
"14",15
"15",7
"16",1
"17",13
"18",11
"19",1
"20",13
"21",18
"22",16
"23",8
"24",2
"25",3
"26",10
"27",18
"28",17
"29",5
